S24,-80.2070349210742,15.7170673796943,19.9464348350846
S21,-62.3768157361233,-8.93066285664636,74.4397089573835
S22,-70.6474998992068,18.011510113034,48.6319903381992
S31,-74.9602087876599,37.4442634556048,-10
S23,-62.7936145618919,34.1619636817711,48.2134704236087
S32,-66.844901466453,53.4770300864937,-10
S17,-38.7894763846296,-10.6727043642269,93.4642293605004
S29,-55.2191110995408,63.0761673814971,19.7651389588981
S18,-31.8680172544285,5.86153183400213,92.0195600086099
S19,-38.4361148499984,38.9613993383294,71.890057256558
S30,-42.2484874266289,75.5135324454409,19.7658034564047
S20,-25.3773226262466,51.2712021603332,71.0835815994792
S25,-26.1084917792775,72.5440533582675,47.6496674558475
S27,-26.6639108474641,88.1220248670088,-10
S26,-9,78.0155205341408,48.0130918405504
S28,-9,91.4275044032506,-10
S10,9,78.0149669385166,48.0174262648705
S12,9,91.4520545372596,-9.99999999999997
S04,25.3716119210968,51.2436271486883,71.1223002896602
S09,26.104492665423,72.5303237899014,47.6522049264063
S11,26.6606754548817,88.128226177886,-10
S02,31.8540317384053,5.81935037454398,92.0201985637681
S03,38.4572735313315,38.9608803183743,71.8951370680998
S14,42.2412576242831,75.4950754224956,19.7667341314184
S01,38.7666354451328,-10.7167503998419,93.4794843033373
S13,55.2100261406104,63.0557755613483,19.7653241868113
S07,62.8127564797382,34.1620163661585,48.2190151009329
S16,66.8305125411538,53.4534918563136,-10
S05,62.3514212243644,-8.95374415978014,74.4550245913118
S06,70.6417788178718,17.9992471902909,48.6427975527614
S15,74.9696008795656,37.432668501156,-10
S08,80.1679348165208,15.684239924791,19.9490691345663
D16,-76.4609438006652,1.01972158192651,49.1199321281466
D19,-74.3742644263644,32.7143855262906,19.8649342486475
D30,-43.3443630233261,-28.0480612211388,93.8813293189927
D14,-56.3076452729915,7.95342642844249,73.4787347465846
D20,-65.7093009021202,48.4683950248133,19.7815813326218
D15,-48.5925901060904,24.1642904493591,72.7737175897956
D17,-53.3407826028233,49.4481688143334,48.0863438225974
D23,-56.0861350918999,67.9069306322132,-10
D18,-41.1489664576029,62.6650786749022,47.8089342742219
D24,-42.6191431969394,79.8182042451009,-10
D13,-22.3970358702149,21.0568437758717,90.5234716450441
D21,-26.5425085268214,84.2484973841705,19.775706477486
D26,-9,32.884614971182,88.5862670689595
D28,-9,58.6680545087909,71.1483671681487
D22,-9,88.2379583020136,19.8027593390188
D25,9,32.8552749917044,88.6072191007531
D27,9,58.6552496493243,71.1662065850314
D10,9,88.2496489208991,19.8010327654141
D01,22.3958752222492,21.0203806459752,90.4981224662048
D09,26.5379954471203,84.2350636850006,19.7711664780007
D06,41.143790600347,62.6495651483637,47.8158476558703
D12,42.5901733996163,79.7798322594647,-10
D03,48.6049880488805,24.1581231698677,72.7820696795632
D05,53.3332214832613,49.4312843232969,48.109884876897
D11,56.0689338574112,67.8810325944294,-10
D29,43.2977289566758,-28.0974864807079,93.9052887576661
D02,56.2955114427945,7.93529650745922,73.498090516372
D08,65.7009777904499,48.4484900550855,19.7813574308809
D07,74.3529074583006,32.6877915769229,19.8603070368661
D04,76.4170627619612,0.993440847575,49.1265751706704
rpa,70.7156,-22.4282,-49.0693
lpa,-68.5517,-23.5812,-51.6624
Nz,-1.0204,74.0818,-41.5204
Iz,-0.6991,-111.5427,-33.4927
Cz,1.2492,0,83.0525
